名称	道具种类	具体类别	详细类别	动画文件名	对应物件索引	宽度	高度	说明文字	五行属性	价格	等级	是否叠放	基础属性1类型	基础属性1最小值	基础属性1最大值	基础属性2类型	基础属性2最小值	基础属性2最大值	基础属性3类型	基础属性3最小值	基础属性3最大值	基础属性4类型	基础属性4最小值	基础属性4最大值	基础属性5类型	基础属性5最小值	基础属性5最大值	基础属性6类型	基础属性6最小值	基础属性6最大值	基础属性7类型	基础属性7最小值	基础属性7最大值	需求属性1类型	需求属性1数值	需求属性2类型	需求属性2数值	需求属性3类型	需求属性3数值	需求属性4类型	需求属性4数值	需求属性5类型	需求属性5数值	需求属性6类型	需求属性6数值	魔法属性索引1(0级)	魔法属性索引1(10级)	魔法属性索引2(0级)	魔法属性索引2(10级)	魔法属性索引3(0级)	魔法属性索引3(10级)	魔法属性索引4(0级)	魔法属性索引4(10级)	魔法属性索引5(0级)	魔法属性索引5(10级)	魔法属性索引6(0级)	魔法属性索引6(10级)	所在套装	6级技能ID	10级技能ID	扩展套装	扩展套装序号	扩展套装隐藏属性1	扩展套装隐藏属性2	可熔炼属性数量	可熔炼纹钢品质
[玄金]腾龙之无量僧帽	0	7	0	\spr\item\equip\cap\obj-ma-cap03-3.spr	28	2	2	玄金装备，腾龙级少林刀法套装第二件	0	99999	10	0	30	360	360	31	85	85																36	180	39	0																					292			233	2				
[玄金]腾龙之无量大乘指环	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	玄金装备，腾龙级少林刀法套装第三件	2	99999	10	0																						36	180	39	0																					292			233	3				
[玄金]腾龙之无量护腕	0	8	1	\spr\item\equip\bangle\obj-bangle18.spr	34	1	2	玄金装备，腾龙级少林刀法套装第四件	1	99999	10	0	30	135	135	31	80	80																36	180	39	0																					292			233	4				
[玄金]腾龙之无量腰带	0	6	0	\spr\item\equip\sash\obj-sash08.spr	33	2	1	玄金装备，腾龙级少林刀法套装第五件	3	99999	10	0	30	160	160	31	80	80																36	180	39	0																					292			233	5				
[玄金]腾龙之无量袈裟	0	2	0	\spr\item\equip\armor\obj-ma-cloth03-3.spr	22	2	3	玄金装备，腾龙级少林刀法套装第六件	4	99999	10	0	30	720	720	31	90	90																36	180	39	0																					292			233	6				
[玄金]腾龙之无量戒刀	0	0	1	\spr\item\equip\closeweapon\obj-blade24.spr	10	1	4	玄金装备，腾龙级少林刀法套装第七件	0	99999	10	0	28	40	40	29	114	114	167	-30	-30	31	99	99										36	180	39	0																					292			233	7				
[玄金]腾龙之无量僧鞋	0	5	1	\spr\item\equip\boots\obj-shoes09.spr	26	2	2	玄金装备，腾龙级少林刀法套装第八件	2	99999	10	0	30	160	160	31	80	80																36	180	39	0																					292			233	8				
[玄金]腾龙之无量腰坠	0	9	1	\spr\item\equip\waist\obj-waist18.spr	36	1	2	玄金装备，腾龙级少林刀法套装第九件	1	99999	10	0																						36	180	39	0																					292			233	9				
[玄金]腾龙之无量小乘指环	0	3	0	\spr\item\equip\ring\obj-ring07.spr	37	1	1	玄金装备，腾龙级少林刀法套装第十件	3	99999	10	0																						36	180	39	0																					292			233	10				
[玄金]腾龙之开天项链	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	玄金装备，腾龙级天王锤法套装第一件	0	99999	10	0																						36	180	39	1																					293			234	1				
[玄金]腾龙之开天盔	0	7	4	\spr\item\equip\cap\obj-ma-cap15-3.spr	31	2	2	玄金装备，腾龙级天王锤法套装第二件	2	99999	10	0	30	360	360	31	85	85																36	180	39	1																					293			234	2				
[玄金]腾龙之开天如意指环	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	玄金装备，腾龙级天王锤法套装第三件	1	99999	10	0																						36	180	39	1																					293			234	3				
[玄金]腾龙之开天束腕	0	8	1	\spr\item\equip\bangle\obj-bangle18.spr	34	1	2	玄金装备，腾龙级天王锤法套装第四件	3	99999	10	0	30	135	135	31	80	80																36	180	39	1																					293			234	4				
[玄金]腾龙之开天腰带	0	6	1	\spr\item\equip\sash\obj-sash16.spr	33	2	1	玄金装备，腾龙级天王锤法套装第五件	4	99999	10	0	30	160	160	31	80	80																36	180	39	1																					293			234	5				
[玄金]腾龙之开天铠	0	2	4	\spr\item\equip\armor\obj-ma-cloth15-3.spr	23	2	3	玄金装备，腾龙级天王锤法套装第六件	0	99999	10	0	30	720	720	31	90	90																36	180	39	1																					293			234	6				
[玄金]腾龙之开天神锤	0	0	4	\spr\item\equip\closeweapon\obj-adha04.spr	13	2	2	玄金装备，腾龙级天王锤法套装第七件	2	99999	10	0	28	55	55	29	165	165	167	-30	-30	31	99	99										36	180	39	1																					293			234	7				
[玄金]腾龙之开天靴	0	5	1	\spr\item\equip\boots\obj-shoes09.spr	26	2	2	玄金装备，腾龙级天王锤法套装第八件	1	99999	10	0	30	160	160	31	80	80																36	180	39	1																					293			234	8				
[玄金]腾龙之开天挂坠	0	9	1	\spr\item\equip\waist\obj-waist18.spr	36	1	2	玄金装备，腾龙级天王锤法套装第九件	3	99999	10	0																						36	180	39	1																					293			234	9				
[玄金]腾龙之开天辟邪指环	0	3	0	\spr\item\equip\ring\obj-ring07.spr	37	1	1	玄金装备，腾龙级天王锤法套装第十件	4	99999	10	0																						36	180	39	1																					293			234	10				
[玄金]腾龙之辟地项链	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	玄金装备，腾龙级天王枪法套装第一件	0	99999	10	0																						36	180	39	1																					294			235	1				
[玄金]腾龙之辟地盔	0	7	4	\spr\item\equip\cap\obj-ma-cap15-3.spr	31	2	2	玄金装备，腾龙级天王枪法套装第二件	2	99999	10	0	30	360	360	31	85	85																36	180	39	1																					294			235	2				
[玄金]腾龙之辟地檀香指环	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	玄金装备，腾龙级天王枪法套装第三件	1	99999	10	0																						36	180	39	1																					294			235	3				
[玄金]腾龙之辟地束腕	0	8	1	\spr\item\equip\bangle\obj-bangle19.spr	34	1	2	玄金装备，腾龙级天王枪法套装第四件	3	99999	10	0	30	135	135	31	80	80																36	180	39	1																					294			235	4				
[玄金]腾龙之辟地腰带	0	6	1	\spr\item\equip\sash\obj-sash17.spr	33	2	1	玄金装备，腾龙级天王枪法套装第五件	4	99999	10	0	30	160	160	31	80	80																36	180	39	1																					294			235	5				
[玄金]腾龙之辟地铠	0	2	4	\spr\item\equip\armor\obj-ma-cloth15-3.spr	23	2	3	玄金装备，腾龙级天王枪法套装第六件	0	99999	10	0	30	720	720	31	90	90																36	180	39	1																					294			235	6				
[玄金]腾龙之辟地枪	0	0	3	\spr\item\equip\closeweapon\obj-spear04.spr	12	1	4	玄金装备，腾龙级天王枪法套装第七件	2	99999	10	0	28	18	18	29	158	158	167	-30	-30	31	99	99										36	180	39	1																					294			235	7				
[玄金]腾龙之辟地靴	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	玄金装备，腾龙级天王枪法套装第八件	1	99999	10	0	30	160	160	31	80	80																36	180	39	1																					294			235	8				
[玄金]腾龙之辟地腰坠	0	9	1	\spr\item\equip\waist\obj-waist18.spr	36	1	2	玄金装备，腾龙级天王枪法套装第九件	3	99999	10	0																						36	180	39	1																					294			235	9				
[玄金]腾龙之辟地沉香指环	0	3	0	\spr\item\equip\ring\obj-ring07.spr	37	1	1	玄金装备，腾龙级天王枪法套装第十件	4	99999	10	0																						36	180	39	1																					294			235	10				
[玄金]腾龙之混元项链	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	玄金装备，腾龙级天王刀法套装第一件	0	99999	10	0																						36	180	39	1																					295			236	1				
[玄金]腾龙之混元盔	0	7	4	\spr\item\equip\cap\obj-ma-cap15-3.spr	31	2	2	玄金装备，腾龙级天王刀法套装第二件	2	99999	10	0	30	360	360	31	85	85																36	180	39	1																					295			236	2				
[玄金]腾龙之混元龙胆指环	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	玄金装备，腾龙级天王刀法套装第三件	1	99999	10	0																						36	180	39	1																					295			236	3				
[玄金]腾龙之混元束腕	0	8	1	\spr\item\equip\bangle\obj-bangle18.spr	34	1	2	玄金装备，腾龙级天王刀法套装第四件	3	99999	10	0	30	135	135	31	80	80																36	180	39	1																					295			236	4				
[玄金]腾龙之混元腰带	0	6	1	\spr\item\equip\sash\obj-sash18.spr	33	2	1	玄金装备，腾龙级天王刀法套装第五件	4	99999	10	0	30	160	160	31	80	80																36	180	39	1																					295			236	5				
[玄金]腾龙之混元铠	0	2	4	\spr\item\equip\armor\obj-ma-cloth15-3.spr	23	2	3	玄金装备，腾龙级天王刀法套装第六件	0	99999	10	0	30	720	720	31	90	90																36	180	39	1																					295			236	6				
[玄金]腾龙之混元宝刀	0	0	1	\spr\item\equip\closeweapon\obj-blade24.spr	10	1	4	玄金装备，腾龙级天王刀法套装第七件	2	99999	10	0	28	40	40	29	114	114	167	-30	-30	31	99	99										36	180	39	1																					295			236	7				
[玄金]腾龙之混元靴	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	玄金装备，腾龙级天王刀法套装第八件	1	99999	10	0	30	160	160	31	80	80																36	180	39	1																					295			236	8				
[玄金]腾龙之混元腰坠	0	9	1	\spr\item\equip\waist\obj-waist18.spr	36	1	2	玄金装备，腾龙级天王刀法套装第九件	3	99999	10	0																						36	180	39	1																					295			236	9				
[玄金]腾龙之混元凤睛指环	0	3	0	\spr\item\equip\ring\obj-ring07.spr	37	1	1	玄金装备，腾龙级天王刀法套装第十件	4	99999	10	0																						36	180	39	1																					295			236	10				
[玄金]腾龙之飞天珠链	0	4	0	\spr\item\equip\nick\obj-neck10.spr	36	2	1	玄金装备，腾龙级峨嵋剑法套装第一件	4	99999	10	0																						36	180	39	4																					296			237	1				
[玄金]腾龙之飞天发带	0	7	10	\spr\item\equip\cap\obj-fm-cap12-3.spr	28	2	2	玄金装备，腾龙级峨嵋剑法套装第二件	0	99999	10	0	30	360	360	31	85	85																36	180	39	4																					296			237	2				
[玄金]腾龙之飞天明珠指环	0	3	0	\spr\item\equip\ring\obj-ring01.spr	37	1	1	玄金装备，腾龙级峨嵋剑法套装第三件	2	99999	10	0																						36	180	39	4																					296			237	3				
[玄金]腾龙之飞天流云袖	0	8	0	\spr\item\equip\bangle\obj-bangle10.spr	35	1	2	玄金装备，腾龙级峨嵋剑法套装第四件	1	99999	10	0	30	135	135	31	80	80																36	180	39	4																					296			237	4				
[玄金]腾龙之飞天丝带	0	6	0	\spr\item\equip\sash\obj-sash10.spr	33	2	1	玄金装备，腾龙级峨嵋剑法套装第五件	3	99999	10	0	30	160	160	31	80	80																36	180	39	4																					296			237	5				
[玄金]腾龙之飞天霓裳羽衣	0	2	10	\spr\item\equip\armor\obj-fm-cloth12-3.spr	24	2	3	玄金装备，腾龙级峨嵋剑法套装第六件	4	99999	10	0	30	720	720	31	90	90																36	180	39	4																					296			237	6				
[玄金]腾龙之飞天宝剑	0	0	0	\spr\item\equip\closeweapon\obj-sword24.spr	9	1	3	玄金装备，腾龙级峨嵋剑法套装第七件	0	99999	10	0	28	46	46	29	86	86	167	-30	-30	31	99	99										36	180	39	4																					296			237	7				
[玄金]腾龙之飞天履	0	5	3	\spr\item\equip\boots\obj-shoes20.spr	27	2	2	玄金装备，腾龙级峨嵋剑法套装第八件	2	99999	10	0	30	160	160	31	80	80																36	180	39	4																					296			237	8				
[玄金]腾龙之飞天香囊	0	9	0	\spr\item\equip\waist\obj-waist10.spr	36	1	2	玄金装备，腾龙级峨嵋剑法套装第九件	1	99999	10	0																						36	180	39	4																					296			237	9				
[玄金]腾龙之飞天碧玉指环	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	玄金装备，腾龙级峨嵋剑法套装第十件	3	99999	10	0																						36	180	39	4																					296			237	10				
[玄金]腾龙之冰魄珠链	0	4	0	\spr\item\equip\nick\obj-neck10.spr	36	2	1	玄金装备，腾龙级峨嵋掌法套装第一件	4	99999	10	0																						36	180	39	4																					297			238	1				
[玄金]腾龙之冰魄发带	0	7	10	\spr\item\equip\cap\obj-fm-cap12-3.spr	28	2	2	玄金装备，腾龙级峨嵋掌法套装第二件	0	99999	10	0	30	360	360	31	85	85																36	180	39	4																					297			238	2				
[玄金]腾龙之冰魄琉璃指环	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	玄金装备，腾龙级峨嵋掌法套装第三件	2	99999	10	0																						36	180	39	4																					297			238	3				
[玄金]腾龙之冰魄雪影袖	0	8	0	\spr\item\equip\bangle\obj-bangle09.spr	35	1	2	玄金装备，腾龙级峨嵋掌法套装第四件	1	99999	10	0	30	135	135	31	80	80																36	180	39	4																					297			238	4				
[玄金]腾龙之冰魄丝带	0	6	1	\spr\item\equip\sash\obj-sash20.spr	33	2	1	玄金装备，腾龙级峨嵋掌法套装第五件	3	99999	10	0	30	160	160	31	80	80																36	180	39	4																					297			238	5				
[玄金]腾龙之冰魄雪绡衣	0	2	10	\spr\item\equip\armor\obj-fm-cloth12-3.spr	24	2	3	玄金装备，腾龙级峨嵋掌法套装第六件	4	99999	10	0	30	720	720	31	90	90																36	180	39	4																					297			238	6				
[玄金]腾龙之冰魄缠手	0	0	6	\spr\item\equip\bangle\obj-bangle15.spr	9	1	2	玄金装备，腾龙级峨嵋掌法套装第七件	0	99999	10	0	28	60	60	29	100	100	167	-30	-30	31	99	99										36	180	39	4																					297			238	7				
[玄金]腾龙之冰魄靴	0	5	3	\spr\item\equip\boots\obj-shoes19.spr	27	2	2	玄金装备，腾龙级峨嵋掌法套装第八件	2	99999	10	0	30	160	160	31	80	80																36	180	39	4																					297			238	8				
[玄金]腾龙之冰魄香囊	0	9	0	\spr\item\equip\waist\obj-waist10.spr	36	1	2	玄金装备，腾龙级峨嵋掌法套装第九件	1	99999	10	0																						36	180	39	4																					297			238	9				
[玄金]腾龙之冰魄水晶指环	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	玄金装备，腾龙级峨嵋掌法套装第十件	3	99999	10	0																						36	180	39	4																					297			238	10				
[玄金]腾龙之倾城珠链	0	4	0	\spr\item\equip\nick\obj-neck10.spr	36	2	1	玄金装备，腾龙级翠烟刀法套装第一件	4	99999	10	0																						36	180	39	5																					298			239	1				
[玄金]腾龙之倾城簪	0	7	9	\spr\item\equip\cap\obj-fm-cap09-3.spr	28	2	2	玄金装备，腾龙级翠烟刀法套装第二件	0	99999	10	0	30	360	360	31	85	85																36	180	39	5																					298			239	2				
[玄金]腾龙之倾城雪玉指环	0	3	0	\spr\item\equip\ring\obj-ring08.spr	37	1	1	玄金装备，腾龙级翠烟刀法套装第三件	2	99999	10	0																						36	180	39	5																					298			239	3				
[玄金]腾龙之倾城锦绣护腕	0	8	0	\spr\item\equip\bangle\obj-bangle09.spr	35	1	2	玄金装备，腾龙级翠烟刀法套装第四件	1	99999	10	0	30	135	135	31	80	80																36	180	39	5																					298			239	4				
[玄金]腾龙之倾城腰带	0	6	0	\spr\item\equip\sash\obj-sash07.spr	32	2	1	玄金装备，腾龙级翠烟刀法套装第五件	3	99999	10	0	30	160	160	31	80	80																36	180	39	5																					298			239	5				
[玄金]腾龙之倾城绮罗衫	0	2	9	\spr\item\equip\armor\obj-fm-cloth09-3.spr	24	2	3	玄金装备，腾龙级翠烟刀法套装第六件	4	99999	10	0	30	720	720	31	90	90																36	180	39	5																					298			239	6				
[玄金]腾龙之倾城宝刀	0	0	1	\spr\item\equip\closeweapon\obj-blade24.spr	10	1	4	玄金装备，腾龙级翠烟刀法套装第七件	0	99999	10	0	28	40	40	29	114	114	167	-30	-30	31	99	99										36	180	39	5																					298			239	7				
[玄金]腾龙之倾城靴	0	5	3	\spr\item\equip\boots\obj-shoes20.spr	27	2	2	玄金装备，腾龙级翠烟刀法套装第八件	2	99999	10	0	30	160	160	31	80	80																36	180	39	5																					298			239	8				
[玄金]腾龙之倾城香囊	0	9	0	\spr\item\equip\waist\obj-waist06.spr	36	1	2	玄金装备，腾龙级翠烟刀法套装第九件	1	99999	10	0																						36	180	39	5																					298			239	9				
[玄金]腾龙之倾城墨玉指环	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	玄金装备，腾龙级翠烟刀法套装第十件	3	99999	10	0																						36	180	39	5																					298			239	10				
[玄金]腾龙之百香珠链	0	4	0	\spr\item\equip\nick\obj-neck10.spr	36	2	1	玄金装备，腾龙级翠烟双刀套装第一件	0	99999	10	0																						36	180	39	5																					299			240	1				
[玄金]腾龙之百香簪	0	7	9	\spr\item\equip\cap\obj-fm-cap09-3.spr	28	2	2	玄金装备，腾龙级翠烟双刀套装第二件	2	99999	10	0	30	360	360	31	85	85																36	180	39	5																					299			240	2				
[玄金]腾龙之百香玲珑指环	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	玄金装备，腾龙级翠烟双刀套装第三件	1	99999	10	0																						36	180	39	5																					299			240	3				
[玄金]腾龙之百香生花手镯	0	8	0	\spr\item\equip\bangle\obj-bangle09.spr	35	1	2	玄金装备，腾龙级翠烟双刀套装第四件	3	99999	10	0	30	135	135	31	80	80																36	180	39	5																					299			240	4				
[玄金]腾龙之百香丝带	0	6	0	\spr\item\equip\sash\obj-sash06.spr	33	2	1	玄金装备，腾龙级翠烟双刀套装第五件	4	99999	10	0	30	160	160	31	80	80																36	180	39	5																					299			240	5				
[玄金]腾龙之百香彩蝶衣	0	2	9	\spr\item\equip\armor\obj-fm-cloth09-3.spr	24	2	3	玄金装备，腾龙级翠烟双刀套装第六件	0	99999	10	0	30	720	720	31	90	90																36	180	39	5																					299			240	6				
[玄金]腾龙之百香鸳鸯刀	0	0	5	\spr\item\equip\closeweapon\obj-adsd14.spr	14	2	3	玄金装备，腾龙级翠烟双刀套装第七件	2	99999	10	0	28	62	62	29	92	92	167	-30	-30	31	99	99										36	180	39	5																					299			240	7				
[玄金]腾龙之百香靴	0	5	3	\spr\item\equip\boots\obj-shoes20.spr	27	2	2	玄金装备，腾龙级翠烟双刀套装第八件	1	99999	10	0	30	160	160	31	80	80																36	180	39	5																					299			240	8				
[玄金]腾龙之百香香囊	0	9	0	\spr\item\equip\waist\obj-waist08.spr	36	1	2	玄金装备，腾龙级翠烟双刀套装第九件	3	99999	10	0																						36	180	39	5																					299			240	9				
[玄金]腾龙之百香珊瑚指环	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	玄金装备，腾龙级翠烟双刀套装第十件	4	99999	10	0																						36	180	39	5																					299			240	10				
[玄金]腾龙之万毒项链	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	玄金装备，腾龙级五毒掌法套装第一件	0	99999	10	0																						36	180	39	3																					300			241	1				
