名称	道具种类	具体类别	详细类别	动画文件名	对应物件索引	宽度	高度	说明文字	五行属性	价格	等级	是否叠放	脚本名(参数1)	技能ID（参数1）	参数2(释法类型)	参数3(是否广播)	参数4(是否有等级概念)	参数5(是否可放快捷栏)	使用是否需要目标	物品最大叠放值	要求等级相同	要求五行相同	要求幸运相同	要求MagicLevel1相同	要求MagicLevel2相同	要求MagicLevel3相同	要求MagicLevel4相同	要求MagicLevel5相同	要求MagicLevel6相同
五行纹晶·火[10级]	6	1	3851	\spr\item\fusion\五行石-火.spr	41	1	1	蕴含五行之力的纹晶，右键点击后能提高对应品质属性的五行纹钢的等级。<enter><color=blue>品质：10级<color><enter><bclr=Blue><color=White>对金系角色伤害：增加10%<color><bclr>		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0
五行纹晶·土[1级]	6	1	3852	\spr\item\fusion\五行石-土.spr	41	1	1	蕴含五行之力的纹晶，右键点击后能提高对应品质属性的五行纹钢的等级。<enter><color=blue>品质：1级<color><enter><bclr=Blue><color=White>对水系角色伤害：增加1%<color><bclr>		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0
五行纹晶·土[2级]	6	1	3853	\spr\item\fusion\五行石-土.spr	41	1	1	蕴含五行之力的纹晶，右键点击后能提高对应品质属性的五行纹钢的等级。<enter><color=blue>品质：2级<color><enter><bclr=Blue><color=White>对水系角色伤害：增加2%<color><bclr>		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0
五行纹晶·土[3级]	6	1	3854	\spr\item\fusion\五行石-土.spr	41	1	1	蕴含五行之力的纹晶，右键点击后能提高对应品质属性的五行纹钢的等级。<enter><color=blue>品质：3级<color><enter><bclr=Blue><color=White>对水系角色伤害：增加3%<color><bclr>		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0
五行纹晶·土[4级]	6	1	3855	\spr\item\fusion\五行石-土.spr	41	1	1	蕴含五行之力的纹晶，右键点击后能提高对应品质属性的五行纹钢的等级。<enter><color=blue>品质：4级<color><enter><bclr=Blue><color=White>对水系角色伤害：增加4%<color><bclr>		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0
五行纹晶·土[5级]	6	1	3856	\spr\item\fusion\五行石-土.spr	41	1	1	蕴含五行之力的纹晶，右键点击后能提高对应品质属性的五行纹钢的等级。<enter><color=blue>品质：5级<color><enter><bclr=Blue><color=White>对水系角色伤害：增加5%<color><bclr>		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0
五行纹晶·土[6级]	6	1	3857	\spr\item\fusion\五行石-土.spr	41	1	1	蕴含五行之力的纹晶，右键点击后能提高对应品质属性的五行纹钢的等级。<enter><color=blue>品质：6级<color><enter><bclr=Blue><color=White>对水系角色伤害：增加6%<color><bclr>		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0
五行纹晶·土[7级]	6	1	3858	\spr\item\fusion\五行石-土.spr	41	1	1	蕴含五行之力的纹晶，右键点击后能提高对应品质属性的五行纹钢的等级。<enter><color=blue>品质：7级<color><enter><bclr=Blue><color=White>对水系角色伤害：增加7%<color><bclr>		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0
五行纹晶·土[8级]	6	1	3859	\spr\item\fusion\五行石-土.spr	41	1	1	蕴含五行之力的纹晶，右键点击后能提高对应品质属性的五行纹钢的等级。<enter><color=blue>品质：8级<color><enter><bclr=Blue><color=White>对水系角色伤害：增加8%<color><bclr>		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0
五行纹晶·土[9级]	6	1	3860	\spr\item\fusion\五行石-土.spr	41	1	1	蕴含五行之力的纹晶，右键点击后能提高对应品质属性的五行纹钢的等级。<enter><color=blue>品质：9级<color><enter><bclr=Blue><color=White>对水系角色伤害：增加9%<color><bclr>		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0
五行纹晶·土[10级]	6	1	3861	\spr\item\fusion\五行石-土.spr	41	1	1	蕴含五行之力的纹晶，右键点击后能提高对应品质属性的五行纹钢的等级。<enter><color=blue>品质：10级<color><enter><bclr=Blue><color=White>对水系角色伤害：增加10%<color><bclr>		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0
逆五行纹晶·金[1级]	6	1	3862	\spr\item\fusion\五行石-金.spr	41	1	1	蕴含逆五行之力的纹晶，右键点击后能提高对应品质属性的五行纹钢的等级。<enter><color=blue>品质：1级<color><enter><bclr=Blue><color=White>受到木系角色的伤害：减少2%<color><bclr>		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0
逆五行纹晶·金[2级]	6	1	3863	\spr\item\fusion\五行石-金.spr	41	1	1	蕴含逆五行之力的纹晶，右键点击后能提高对应品质属性的五行纹钢的等级。<enter><color=blue>品质：2级<color><enter><bclr=Blue><color=White>受到木系角色的伤害：减少4%<color><bclr>		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0
逆五行纹晶·金[3级]	6	1	3864	\spr\item\fusion\五行石-金.spr	41	1	1	蕴含逆五行之力的纹晶，右键点击后能提高对应品质属性的五行纹钢的等级。<enter><color=blue>品质：3级<color><enter><bclr=Blue><color=White>受到木系角色的伤害：减少6%<color><bclr>		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0
逆五行纹晶·金[4级]	6	1	3865	\spr\item\fusion\五行石-金.spr	41	1	1	蕴含逆五行之力的纹晶，右键点击后能提高对应品质属性的五行纹钢的等级。<enter><color=blue>品质：4级<color><enter><bclr=Blue><color=White>受到木系角色的伤害：减少8%<color><bclr>		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0
逆五行纹晶·金[5级]	6	1	3866	\spr\item\fusion\五行石-金.spr	41	1	1	蕴含逆五行之力的纹晶，右键点击后能提高对应品质属性的五行纹钢的等级。<enter><color=blue>品质：5级<color><enter><bclr=Blue><color=White>受到木系角色的伤害：减少10%<color><bclr>		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0
逆五行纹晶·金[6级]	6	1	3867	\spr\item\fusion\五行石-金.spr	41	1	1	蕴含逆五行之力的纹晶，右键点击后能提高对应品质属性的五行纹钢的等级。<enter><color=blue>品质：6级<color><enter><bclr=Blue><color=White>受到木系角色的伤害：减少12%<color><bclr>		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0
逆五行纹晶·金[7级]	6	1	3868	\spr\item\fusion\五行石-金.spr	41	1	1	蕴含逆五行之力的纹晶，右键点击后能提高对应品质属性的五行纹钢的等级。<enter><color=blue>品质：7级<color><enter><bclr=Blue><color=White>受到木系角色的伤害：减少14%<color><bclr>		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0
逆五行纹晶·金[8级]	6	1	3869	\spr\item\fusion\五行石-金.spr	41	1	1	蕴含逆五行之力的纹晶，右键点击后能提高对应品质属性的五行纹钢的等级。<enter><color=blue>品质：8级<color><enter><bclr=Blue><color=White>受到木系角色的伤害：减少16%<color><bclr>		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0
逆五行纹晶·金[9级]	6	1	3870	\spr\item\fusion\五行石-金.spr	41	1	1	蕴含逆五行之力的纹晶，右键点击后能提高对应品质属性的五行纹钢的等级。<enter><color=blue>品质：9级<color><enter><bclr=Blue><color=White>受到木系角色的伤害：减少18%<color><bclr>		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0
逆五行纹晶·金[10级]	6	1	3871	\spr\item\fusion\五行石-金.spr	41	1	1	蕴含逆五行之力的纹晶，右键点击后能提高对应品质属性的五行纹钢的等级。<enter><color=blue>品质：10级<color><enter><bclr=Blue><color=White>受到木系角色的伤害：减少20%<color><bclr>		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0
逆五行纹晶·木[1级]	6	1	3872	\spr\item\fusion\五行石-木.spr	41	1	1	蕴含逆五行之力的纹晶，右键点击后能提高对应品质属性的五行纹钢的等级。<enter><color=blue>品质：1级<color><enter><bclr=Blue><color=White>受到土系角色的伤害：减少2%<color><bclr>		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0
逆五行纹晶·木[2级]	6	1	3873	\spr\item\fusion\五行石-木.spr	41	1	1	蕴含逆五行之力的纹晶，右键点击后能提高对应品质属性的五行纹钢的等级。<enter><color=blue>品质：2级<color><enter><bclr=Blue><color=White>受到土系角色的伤害：减少4%<color><bclr>		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0
逆五行纹晶·木[3级]	6	1	3874	\spr\item\fusion\五行石-木.spr	41	1	1	蕴含逆五行之力的纹晶，右键点击后能提高对应品质属性的五行纹钢的等级。<enter><color=blue>品质：3级<color><enter><bclr=Blue><color=White>受到土系角色的伤害：减少6%<color><bclr>		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0
逆五行纹晶·木[4级]	6	1	3875	\spr\item\fusion\五行石-木.spr	41	1	1	蕴含逆五行之力的纹晶，右键点击后能提高对应品质属性的五行纹钢的等级。<enter><color=blue>品质：4级<color><enter><bclr=Blue><color=White>受到土系角色的伤害：减少8%<color><bclr>		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0
逆五行纹晶·木[5级]	6	1	3876	\spr\item\fusion\五行石-木.spr	41	1	1	蕴含逆五行之力的纹晶，右键点击后能提高对应品质属性的五行纹钢的等级。<enter><color=blue>品质：5级<color><enter><bclr=Blue><color=White>受到土系角色的伤害：减少10%<color><bclr>		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0
逆五行纹晶·木[6级]	6	1	3877	\spr\item\fusion\五行石-木.spr	41	1	1	蕴含逆五行之力的纹晶，右键点击后能提高对应品质属性的五行纹钢的等级。<enter><color=blue>品质：6级<color><enter><bclr=Blue><color=White>受到土系角色的伤害：减少12%<color><bclr>		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0
逆五行纹晶·木[7级]	6	1	3878	\spr\item\fusion\五行石-木.spr	41	1	1	蕴含逆五行之力的纹晶，右键点击后能提高对应品质属性的五行纹钢的等级。<enter><color=blue>品质：7级<color><enter><bclr=Blue><color=White>受到土系角色的伤害：减少14%<color><bclr>		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0
逆五行纹晶·木[8级]	6	1	3879	\spr\item\fusion\五行石-木.spr	41	1	1	蕴含逆五行之力的纹晶，右键点击后能提高对应品质属性的五行纹钢的等级。<enter><color=blue>品质：8级<color><enter><bclr=Blue><color=White>受到土系角色的伤害：减少16%<color><bclr>		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0
逆五行纹晶·木[9级]	6	1	3880	\spr\item\fusion\五行石-木.spr	41	1	1	蕴含逆五行之力的纹晶，右键点击后能提高对应品质属性的五行纹钢的等级。<enter><color=blue>品质：9级<color><enter><bclr=Blue><color=White>受到土系角色的伤害：减少18%<color><bclr>		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0
逆五行纹晶·木[10级]	6	1	3881	\spr\item\fusion\五行石-木.spr	41	1	1	蕴含逆五行之力的纹晶，右键点击后能提高对应品质属性的五行纹钢的等级。<enter><color=blue>品质：10级<color><enter><bclr=Blue><color=White>受到土系角色的伤害：减少20%<color><bclr>		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0
逆五行纹晶·水[1级]	6	1	3882	\spr\item\fusion\五行石-水.spr	41	1	1	蕴含逆?逍兄Φ奈凭В壹慊骱竽芴岣叨杂ζ分适粜缘奈逍形聘值牡燃丁?<enter><color=blue>品质：1级<color><enter><bclr=Blue><color=White>受到火系角色的伤害：减少2%<color><bclr>		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0
逆五行纹晶·水[2级]	6	1	3883	\spr\item\fusion\五行石-水.spr	41	1	1	蕴含逆五行之力的纹晶，右键点击后能提高对应品质属性的五行纹钢的等级。<enter><color=blue>品质：2级<color><enter><bclr=Blue><color=White>受到火系角色的伤害：减少4%<color><bclr>		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0
逆五行纹晶·水[3级]	6	1	3884	\spr\item\fusion\五行石-水.spr	41	1	1	蕴含逆五行之力的纹晶，右键点击后能提高对应品质属性的五行纹钢的等级。<enter><color=blue>品质：3级<color><enter><bclr=Blue><color=White>受到火系角色的伤害：减少6%<color><bclr>		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0
逆五行纹晶·水[4级]	6	1	3885	\spr\item\fusion\五行石-水.spr	41	1	1	蕴含逆五行之力的纹晶，右键点击后能提高对应品质属性的五行纹钢的等级。<enter><color=blue>品质：4级<color><enter><bclr=Blue><color=White>受到火系角色的伤害：减少8%<color><bclr>		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0
逆五行纹晶·水[5级]	6	1	3886	\spr\item\fusion\五行石-水.spr	41	1	1	蕴含逆五行之力的纹晶，右键点击后能提高对应品质属性的五行纹钢的等级。<enter><color=blue>品质：5级<color><enter><bclr=Blue><color=White>受到火系角色的伤害：减少10%<color><bclr>		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0
逆五行纹晶·水[6级]	6	1	3887	\spr\item\fusion\五行石-水.spr	41	1	1	蕴含逆五行之力的纹晶，右键点击后能提高对应品质属性的五行纹钢的等级。<enter><color=blue>品质：6级<color><enter><bclr=Blue><color=White>受到火系角色的伤害：减少12%<color><bclr>		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0
逆五行纹晶·水[7级]	6	1	3888	\spr\item\fusion\五行石-水.spr	41	1	1	蕴含逆五行之力的纹晶，右键点击后能提高对应品质属性的五行纹钢的等级。<enter><color=blue>品质：7级<color><enter><bclr=Blue><color=White>受到火系角色的伤害：减少14%<color><bclr>		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0
逆五行纹晶·水[8级]	6	1	3889	\spr\item\fusion\五行石-水.spr	41	1	1	蕴含逆五行之力的纹晶，右键点击后能提高对应品质属性的五行纹钢的等级。<enter><color=blue>品质：8级<color><enter><bclr=Blue><color=White>受到火系角色的伤害：减少16%<color><bclr>		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0
逆五行纹晶·水[9级]	6	1	3890	\spr\item\fusion\五行石-水.spr	41	1	1	蕴含逆五行之力的纹晶，右键点击后能提高对应品质属性的五行纹钢的等级。<enter><color=blue>品质：9级<color><enter><bclr=Blue><color=White>受到火系角色的伤害：减少18%<color><bclr>		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0
逆五行纹晶·水[10级]	6	1	3891	\spr\item\fusion\五行石-水.spr	41	1	1	蕴含逆五行之力的纹晶，右键点击后能提高对应品质属性的五行纹钢的等级。<enter><color=blue>品质：10级<color><enter><bclr=Blue><color=White>受到火系角色的伤害：减少20%<color><bclr>		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0
逆五行纹晶·火[1级]	6	1	3892	\spr\item\fusion\五行石-火.spr	41	1	1	蕴含逆五行之力的纹晶，右键点击后能提高对应品质属性的五行纹钢的等级。<enter><color=blue>品质：1级<color><enter><bclr=Blue><color=White>受到金系角色的伤害：减少2%<color><bclr>		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0
逆五行纹晶·火[2级]	6	1	3893	\spr\item\fusion\五行石-火.spr	41	1	1	蕴含逆五行之力的纹晶，右键点击后能提高对应品质属性的五行纹钢的等级。<enter><color=blue>品质：2级<color><enter><bclr=Blue><color=White>受到金系角色的伤害：减少4%<color><bclr>		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0
逆五行纹晶·火[3级]	6	1	3894	\spr\item\fusion\五行石-火.spr	41	1	1	蕴含逆五行之力的纹晶，右键点击后能提高对应品质属性的五行纹钢的等级。<enter><color=blue>品质：3级<color><enter><bclr=Blue><color=White>受到金系角色的伤害：减少6%<color><bclr>		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0
逆五行纹晶·火[4级]	6	1	3895	\spr\item\fusion\五行石-火.spr	41	1	1	蕴含逆五行之力的纹晶，右键点击后能提高对应品质属性的五行纹钢的等级。<enter><color=blue>品质：4级<color><enter><bclr=Blue><color=White>受到金系角色的伤害：减少8%<color><bclr>		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0
逆五行纹晶·火[5级]	6	1	3896	\spr\item\fusion\五行石-火.spr	41	1	1	蕴含逆五行之力的纹晶，右键点击后能提高对应品质属性的五行纹钢的等级。<enter><color=blue>品质：5级<color><enter><bclr=Blue><color=White>受到金系角色的伤害：减少10%<color><bclr>		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0
逆五行纹晶·火[6级]	6	1	3897	\spr\item\fusion\五行石-火.spr	41	1	1	蕴含逆五行之力的纹晶，右键点击后能提高对应品质属性的五行纹钢的等级。<enter><color=blue>品质：6级<color><enter><bclr=Blue><color=White>受到金系角色的伤害：减少12%<color><bclr>		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0
逆五行纹晶·火[7级]	6	1	3898	\spr\item\fusion\五行石-火.spr	41	1	1	蕴含逆五行之力的纹晶，右键点击后能提高对应品质属性的五行纹钢的等级。<enter><color=blue>品质：7级<color><enter><bclr=Blue><color=White>受到金系角色的伤害：减少14%<color><bclr>		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0
逆五行纹晶·火[8级]	6	1	3899	\spr\item\fusion\五行石-火.spr	41	1	1	蕴含逆五行之力的纹晶，右键点击后能提高对应品质属性的五行纹钢的等级。<enter><color=blue>品质：8级<color><enter><bclr=Blue><color=White>受到金系角色的伤害：减少16%<color><bclr>		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0
逆五行纹晶·火[9级]	6	1	3900	\spr\item\fusion\五行石-火.spr	41	1	1	蕴含逆五行之力的纹晶，右键点击后能提高对应品质属性的五行纹钢的等级。<enter><color=blue>品质：9级<color><enter><bclr=Blue><color=White>受到金系角色的伤害：减少18%<color><bclr>		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0
