Ãû³Æ	ItemGenre	DetailType	ParticularType	¶¯»­ÎÄ¼þÃû	¶ÔÓ¦Îï¼þË÷Òý	¿í¶È	¸ß¶È	ËµÃ÷ÎÄ×Ö	ÎåÐÐÊôÐÔ	¼Û¸ñ	µÈ¼¶	ÊÇ·ñµþ·Å	»ù´¡ÊôÐÔ1ÀàÐÍ	»ù´¡ÊôÐÔ1×îÐ¡Öµ	»ù´¡ÊôÐÔ1×î´óÖµ	»ù´¡ÊôÐÔ2ÀàÐÍ	»ù´¡ÊôÐÔ2×îÐ¡Öµ	»ù´¡ÊôÐÔ2×î´óÖµ	»ù´¡ÊôÐÔ3ÀàÐÍ	»ù´¡ÊôÐÔ3×îÐ¡Öµ	»ù´¡ÊôÐÔ3×î´óÖµ	»ù´¡ÊôÐÔ4ÀàÐÍ	»ù´¡ÊôÐÔ4×îÐ¡Öµ	»ù´¡ÊôÐÔ4×î´óÖµ	»ù´¡ÊôÐÔ5ÀàÐÍ	»ù´¡ÊôÐÔ5×îÐ¡Öµ	»ù´¡ÊôÐÔ5×î´óÖµ	»ù´¡ÊôÐÔ6ÀàÐÍ	»ù´¡ÊôÐÔ6×îÐ¡Öµ	»ù´¡ÊôÐÔ6×î´óÖµ	»ù´¡ÊôÐÔ7ÀàÐÍ	»ù´¡ÊôÐÔ7×îÐ¡Öµ	»ù´¡ÊôÐÔ7×î´óÖµ	ÐèÇóÊôÐÔ1ÀàÐÍ	ÐèÇóÊôÐÔ1ÊýÖµ	ÐèÇóÊôÐÔ2ÀàÐÍ	ÐèÇóÊôÐÔ2ÊýÖµ	ÐèÇóÊôÐÔ3ÀàÐÍ	ÐèÇóÊôÐÔ3ÊýÖµ	ÐèÇóÊôÐÔ4ÀàÐÍ	ÐèÇóÊôÐÔ4ÊýÖµ	ÐèÇóÊôÐÔ5ÀàÐÍ	ÐèÇóÊôÐÔ5ÊýÖµ	ÐèÇóÊôÐÔ6ÀàÐÍ	ÐèÇóÊôÐÔ6ÊýÖµ	Ä§·¨ÊôÐÔË÷Òý1(0¼¶)	Ä§·¨ÊôÐÔË÷Òý1(10¼¶)	Ä§·¨ÊôÐÔË÷Òý2(0¼¶)	Ä§·¨ÊôÐÔË÷Òý2(10¼¶)	Ä§·¨ÊôÐÔË÷Òý3(0¼¶)	Ä§·¨ÊôÐÔË÷Òý3(10¼¶)	Ä§·¨ÊôÐÔË÷Òý4(0¼¶)	Ä§·¨ÊôÐÔË÷Òý4(10¼¶)	Ä§·¨ÊôÐÔË÷Òý5(0¼¶)	Ä§·¨ÊôÐÔË÷Òý5(10¼¶)	Ä§·¨ÊôÐÔË÷Òý6(0¼¶)	Ä§·¨ÊôÐÔË÷Òý6(10¼¶)	ËùÔÚÌ××°	6¼¶¼¼ÄÜID	10¼¶¼¼ÄÜID	À©Õ¹Ì××°	À©Õ¹Ì××°ÐòºÅ	À©Õ¹Ì××°Òþ²ØÊôÐÔ1	À©Õ¹Ì××°Òþ²ØÊôÐÔ2
[ÏÞÊ±°×½ð]ÎÞ÷ÊÖ®ºìç»Èí¶NÐ¬	0	5	3	\spr\item\equip\boots\obj-shoes19.spr	27	2	2	ÁÙÊ±°×½ð×°±¸£¬Ì××°µÚÎå¼þ¡£¿ÉÔÚÌú½³´¦ÌáÉý°×½ðµÈ¼¶	1	99999	10	0	30	140	140	31	80	80																36	120	32	110	39	4							146	717	320	588	684	684	88	419	8	612	330	330	8	848	863	8	5		
[ÏÞÊ±°×½ð]ÎÞ³¾Ö®ÓñÅ®ËØÐÄ¹Ú	0	7	7	\spr\item\equip\cap\obj-fm-cap03-2.spr	28	2	2	ÁÙÊ±°×½ð×°±¸£¬Ì××°µÚÒ»¼þ¡£¿ÉÔÚÌú½³´¦ÌáÉý°×½ðµÈ¼¶	3	99999	10	0	30	315	315	31	85	85																36	120	32	110	39	4							418	418	309	309	197	197	312	312	421	421	420	420	9						
[ÏÞÊ±°×½ð]ÎÞ³¾Ö®ÇåÐÄÏòÉÆÖé	0	4	0	\spr\item\equip\nick\obj-neck10.spr	36	2	1	ÁÙÊ±°×½ð×°±¸£¬Ì××°µÚ¶þ¼þ¡£¿ÉÔÚÌú½³´¦ÌáÉý°×½ðµÈ¼¶	1	99999	10	0																						36	120	39	4									2	2	88	88	331	331	95	95	8	8	107	107	9						
[ÏÞÊ±°×½ð]ÎÞ³¾Ö®´È±¯Óñ°ãÖ¸	0	3	0	\spr\item\equip\ring\obj-ring01.spr	37	1	1	ÁÙÊ±°×½ð×°±¸£¬Ì××°µÚÈý¼þ¡£¿ÉÔÚÌú½³´¦ÌáÉý°×½ðµÈ¼¶	2	99999	10	0																						36	120	39	4									129	129	130	130	747	739	748	740	743	751			9	883	882				
[ÏÞÊ±°×½ð]ÎÞ³¾Ö®¾²Ó°Á÷ËÕ	0	9	0	\spr\item\equip\waist\obj-waist09.spr	36	1	2	ÁÙÊ±°×½ð×°±¸£¬Ì××°µÚËÄ¼þ¡£¿ÉÔÚÌú½³´¦ÌáÉý°×½ðµÈ¼¶	1	99999	10	0	31	60	60																			36	120	39	4									2	616	88	419	718	8	420	640	813	813	795	795	9						
[ÏÞÊ±°×½ð]ÎÞ³¾Ö®·ð¹âÖ¸»·	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	ÁÙÊ±°×½ð×°±¸£¬Ì××°µÚÎå¼þ¡£¿ÉÔÚÌú½³´¦ÌáÉý°×½ðµÈ¼¶	1	99999	10	0	31	80	80																			36	120	39	4									2	2	419	419	6	6	203	203	417	417	115	115	9						
[ÏÞÊ±°×½ð]ÆÜ»ËÖ®·ïÒÇµ¶	0	0	1	\spr\item\equip\closeweapon\obj-blade25.spr	10	1	4	ÁÙÊ±°×½ð×°±¸£¬Ì××°µÚÒ»¼þ¡£¿ÉÔÚÌú½³´¦ÌáÉý°×½ðµÈ¼¶	0	99999	10	0	28	40	40	29	114	114	167	-20	-20	31	99	99										36	120	32	135	39	5							2	616	43	43	48	592	71	593	113	595	462	462	10	766	767	9	1		
[ÏÞÊ±°×½ð]ÆÜ»ËÖ®»ÛÐÄ³¤Éú¿Û	0	9	0	\spr\item\equip\waist\obj-waist06.spr	36	1	2	ÁÙÊ±°×½ð×°±¸£¬Ì××°µÚ¶þ¼þ¡£¿ÉÔÚÌú½³´¦ÌáÉý°×½ðµÈ¼¶	1	99999	10	0	31	60	60																			36	120	39	5									759	784	88	419	39	39	423	642	814	814	796	796	10	901	920	9	2		
[ÏÞÊ±°×½ð]ÆÜ»ËÖ®·çÑ©°×ÔÆÊø´ø	0	6	0	\spr\item\equip\sash\obj-sash07.spr	32	2	1	ÁÙÊ±°×½ð×°±¸£¬Ì××°µÚÈý¼þ¡£¿ÉÔÚÌú½³´¦ÌáÉý°×½ðµÈ¼¶	3	99999	10	0	30	160	160	31	80	80																36	120	32	135	39	5							2	616	309	639	657	657	307	637	6	609	773	689	10	788	820	9	3		
[ÏÞÊ±°×½ð]ÆÜ»ËÖ®±ù×Ù½õÍó	0	8	0	\spr\item\equip\bangle\obj-bangle09.spr	35	1	2	ÁÙÊ±°×½ð×°±¸£¬Ì××°µÚËÄ¼þ¡£¿ÉÔÚÌú½³´¦ÌáÉý°×½ðµÈ¼¶	1	99999	10	0	30	135	135	31	80	80																36	120	32	110	39	5							2	616	333	333	439	682	307	637	6	609	688	688	10	846	864	9	4		
[ÏÞÊ±°×½ð]ÆÜ»ËÖ®´äÓñÖ¸»·	0	3	0	\spr\item\equip\ring\obj-ring08.spr	37	1	1	ÁÙÊ±°×½ð×°±¸£¬Ì××°µÚÎå¼þ¡£¿ÉÔÚÌú½³´¦ÌáÉý°×½ðµÈ¼¶	2	99999	10	0																						36	120	39	5									129	129	130	130	747	739	748	740	743	751			10	879	878	9	5		
[ÏÞÊ±°×½ð]±Ìº£Ö®Ô§ÑìÁ¬»·µ¶	0	0	5	\spr\item\equip\closeweapon\obj-adsd15.spr	14	2	3	ÁÙÊ±°×½ð×°±¸£¬Ì××°µÚÒ»¼þ¡£¿ÉÔÚÌú½³´¦ÌáÉý°×½ðµÈ¼¶	2	99999	10	0	28	62	62	29	92	92	167	20	20	31	99	99										36	120	32	160	39	5							4	619	304	304	465	465	148	633	8	612	462	462	11	770	802	10	1		
[ÏÞÊ±°×½ð]±Ìº£Ö®»·ÖéÐûÇå½í	0	7	13	\spr\item\equip\cap\obj-fm-cap19-1.spr	28	2	2	ÁÙÊ±°×½ð×°±¸£¬Ì××°µÚ¶þ¼þ¡£¿ÉÔÚÌú½³´¦ÌáÉý°×½ðµÈ¼¶	2	99999	10	0	30	315	315	31	85	85																36	120	39	5									719	4	88	419	718	8	420	640	815	815	797	797	11	902	921	10	2		
[ÏÞÊ±°×½ð]±Ìº£Ö®ºìÁå½ðË¿´ø	0	6	0	\spr\item\equip\sash\obj-sash06.spr	33	2	1	ÁÙÊ±°×½ð×°±¸£¬Ì××°µÚÈý¼þ¡£¿ÉÔÚÌú½³´¦ÌáÉý°×½ðµÈ¼¶	4	99999	10	0	30	140	140	31	80	80																36	120	32	110	39	5							2	616	309	639	658	658	419	638	421	8	422	422	11	789	821	10	3		
[ÏÞÊ±°×½ð]±Ìº£Ö®ºìÁå²¨	0	9	0	\spr\item\equip\waist\obj-waist08.spr	36	1	2	ÁÙÊ±°×½ð×°±¸£¬Ì××°µÚËÄ¼þ¡£¿ÉÔÚÌú½³´¦ÌáÉý°×½ðµÈ¼¶	0	99999	10	0	31	60	60																			36	120	39	5									146	632	296	689	418	4	39	39	322	313	690	690	11	848	865	10	4		
[ÏÞÊ±°×½ð]±Ìº£Ö®ÏËÏ¸Ö¸»·	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	ÁÙÊ±°×½ð×°±¸£¬Ì××°µÚÎå¼þ¡£¿ÉÔÚÌú½³´¦ÌáÉý°×½ðµÈ¼¶	1	99999	10	0																						36	120	39	5									129	129	130	130	747	739	748	740	743	751			11	881	880	10	5		
[ÏÞÊ±°×½ð]ÓÄëÊÖ®½ðÉß·¢´ø	0	7	2	\spr\item\equip\cap\obj-ma-cap08-3.spr	28	2	2	ÁÙÊ±°×½ð×°±¸£¬Ì××°µÚÒ»¼þ¡£¿ÉÔÚÌú½³´¦ÌáÉý°×½ðµÈ¼¶	1	99999	10	0	30	315	315	31	85	85																36	120	32	110	39	3							2	616	302	302	691	691	143	692	6	609	693	693	12	846	861	11	1		
[ÏÞÊ±°×½ð]ÓÄëÊÖ®³àÐ«ÃØ×°	0	2	16	\spr\item\equip\armor\obj-ma-cloth08-3.spr	22	2	3	ÁÙÊ±°×½ð×°±¸£¬Ì××°µÚ¶þ¼þ¡£¿ÉÔÚÌú½³´¦ÌáÉý°×½ðµÈ¼¶	2	99999	10	0	30	630	630	31	90	90																36	120	32	135	39	3							616	759	771	831	306	695	423	642	311	598	334	334	12	901	917	11	2		
[ÏÞÊ±°×½ð]ÓÄëÊÖ®ÇàòÚ²øÑü	0	6	1	\spr\item\equip\sash\obj-sash20.spr	32	2	1	ÁÙÊ±°×½ð×°±¸£¬Ì××°µÚÈý¼þ¡£¿ÉÔÚÌú½³´¦ÌáÉý°×½ðµÈ¼¶	0	99999	10	0	30	140	140	31	80	80																36	120	32	110	39	3							2	616	309	639	659	659	307	637	6	609	423	642	12	785	817	11	3		
[ÏÞÊ±°×½ð]ÓÄëÊÖ®Òøó¸»¤ÊÖ	0	8	1	\spr\item\equip\bangle\obj-bangle16.spr	34	1	2	ÁÙÊ±°×½ð×°±¸£¬Ì××°µÚËÄ¼þ¡£¿ÉÔÚÌú½³´¦ÌáÉý°×½ðµÈ¼¶	4	99999	10	0	30	111	111	31	80	80																36	120	32	90	39	3							129	129	130	130	747	739	748	740	742	750			12	879	878	11	4		
[ÏÞÊ±°×½ð]ÓÄëÊÖ®Ä«ÖëÈíÂÄ	0	5	1	\spr\item\equip\boots\obj-shoes10.spr	26	2	2	ÁÙÊ±°×½ð×°±¸£¬Ì××°µÚÎå¼þ¡£¿ÉÔÚÌú½³´¦ÌáÉý°×½ðµÈ¼¶	1	99999	10	0	30	140	140	31	60	60																36	120	32	50	39	3							1	615	127	589	60	622	103	587	614	613	508	508	12	771	803	11	5		
[ÏÞÊ±°×½ð]Ú¤»ÃÖ®Ð°É²¶¾ÈÐ	0	0	1	\spr\item\equip\closeweapon\obj-blade25.spr	10	1	4	ÁÙÊ±°×½ð×°±¸£¬Ì××°µÚÒ»¼þ¡£¿ÉÔÚÌú½³´¦ÌáÉý°×½ðµÈ¼¶	2	99999	10	0	28	40	40	29	114	114	167	-20	-20	31	99	99										36	120	32	135	39	3							46	592	69	71	113	595	73	73	41	772	75	626	13	766	767	12	1		
[ÏÞÊ±°×½ð]Ú¤»ÃÖ®ÓÄ¹Æ°µÒÂ	0	2	16	\spr\item\equip\armor\obj-ma-cloth08-3.spr	22	2	3	ÁÙÊ±°×½ð×°±¸£¬Ì××°µÚ¶þ¼þ¡£¿ÉÔÚÌú½³´¦ÌáÉý°×½ðµÈ¼¶	0	99999	10	0	30	720	720	31	90	90																36	120	32	260	39	3							418	694	336	336	306	695	307	637	6	609	417	31	13	848	860	12	2		
[ÏÞÊ±°×½ð]Ú¤»ÃÖ®¶¾Ð«Ö¸»·	0	3	0	\spr\item\equip\ring\obj-ring08.spr	37	1	1	ÁÙÊ±°×½ð×°±¸£¬Ì××°µÚÈý¼þ¡£¿ÉÔÚÌú½³´¦ÌáÉý°×½ðµÈ¼¶	4	99999	10	0																						36	120	39	3									129	129	130	130	747	739	748	740	742	750			13	881	880	12	3		
[ÏÞÊ±°×½ð]Ú¤»ÃÖ®¸¯¹Ç»¤Íó	0	8	1	\spr\item\equip\bangle\obj-bangle17.spr	34	1	2	ÁÙÊ±°×½ð×°±¸£¬Ì××°µÚËÄ¼þ¡£¿ÉÔÚÌú½³´¦ÌáÉý°×½ðµÈ¼¶	3	99999	10	0	30	135	135	31	80	80																36	120	32	110	39	3							2	616	309	639	660	660	307	637	645	645	425	643	13	784	816	12	4		
[ÏÞÊ±°×½ð]Ú¤»ÃÖ®Ë«»·Éß¿Û	0	6	1	\spr\item\equip\sash\obj-sash18.spr	33	2	1	ÁÙÊ±°×½ð×°±¸£¬Ì××°µÚÎå¼þ¡£¿ÉÔÚÌú½³´¦ÌáÉý°×½ðµÈ¼¶	4	99999	10	0	30	140	140	31	80	80																36	120	39	3									616	759	312	596	718	8	416	830	816	816	798	798	13	902	916	12	5		
[ÏÞÊ±°×½ð]Öä¸¿Ö®ÆÆ¼×Í·»·	0	7	2	\spr\item\equip\cap\obj-ma-cap08-3.spr	28	2	2	ÁÙÊ±°×½ð×°±¸£¬Ì××°µÚÒ»¼þ¡£¿ÉÔÚÌú½³´¦ÌáÉý°×½ðµÈ¼¶	4	99999	10	0	30	315	315	31	85	85																36	120	32	110	39	3							2	2	337	337	6	6	307	307	233	233	31	31	14						
[ÏÞÊ±°×½ð]Öä¸¿Ö®ÃðÀ×¾±·û	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	ÁÙÊ±°×½ð×°±¸£¬Ì××°µÚ¶þ¼þ¡£¿ÉÔÚÌú½³´¦ÌáÉý°×½ðµÈ¼¶	3	99999	10	0																						36	120	39	3									2	2	93	93	234	234	95	95	8	8	107	107	14						
[ÏÞÊ±°×½ð]Öä¸¿Ö®ÓÄ»ÃÖ¸»·	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	ÁÙÊ±°×½ð×°±¸£¬Ì××°µÚÈý¼þ¡£¿ÉÔÚÌú½³´¦ÌáÉý°×½ðµÈ¼¶	1	99999	10	0																						36	120	39	3									129	129	130	130	747	739	748	740	742	750			14	883	882				
[ÏÞÊ±°×½ð]Öä¸¿Ö®´©ÐÄ¶¾Íó	0	8	1	\spr\item\equip\bangle\obj-bangle18.spr	34	1	2	ÁÙÊ±°×½ð×°±¸£¬Ì××°µÚËÄ¼þ¡£¿ÉÔÚÌú½³´¦ÌáÉý°×½ðµÈ¼¶	2	99999	10	0	30	111	111	31	80	80																36	120	32	90	39	3							418	418	309	309	161	161	312	312	421	421	423	423	14						
[ÏÞÊ±°×½ð]Öä¸¿Ö®Ê´¹ÇÓñÅå	0	9	1	\spr\item\equip\waist\obj-waist14.spr	36	1	2	ÁÙÊ±°×½ð×°±¸£¬Ì××°µÚÎå¼þ¡£¿ÉÔÚÌú½³´¦ÌáÉý°×½ðµÈ¼¶	3	99999	10	0	31	60	60																			36	120	39	3									2	616	312	596	718	8	416	541	817	817	799	799	14						
[ÏÞÊ±°×½ð]±ùº®Ö®µ¯Ö¸·Éµ¶	0	1	1	\spr\item\equip\rangeweapon\obj-adart28.spr	15	1	1	ÁÙÊ±°×½ð×°±¸£¬Ì××°µÚÒ»¼þ¡£¿ÉÔÚÌú½³´¦ÌáÉý°×½ðµÈ¼¶	0	99999	10	0	28	44	44	29	100	100	167	-20	-20	31	99	99										36	120	32	90	33	110	39	2					2	617	44	44	46	592	69	593	113	595	471	471	15	766	767	13	1		
[ÏÞÊ±°×½ð]±ùº®Ö®ÐþÒÂÊø¼×	0	2	3	\spr\item\equip\armor\obj-ma-cloth11-3.spr	23	2	3	ÁÙÊ±°×½ð×°±¸£¬Ì××°µÚ¶þ¼þ¡£¿ÉÔÚÌú½³´¦ÌáÉý°×½ðµÈ¼¶	4	99999	10	0	30	720	720	31	90	90																36	120	32	110	33	165	39	2					418	694	338	338	306	695	307	637	6	609	696	696	15	846	857	13	2		
[ÏÞÊ±°×½ð]±ùº®Ö®ÐÄ¼ýÑü¿Û	0	6	0	\spr\item\equip\sash\obj-sash10.spr	32	2	1	ÁÙÊ±°×½ð×°±¸£¬Ì××°µÚÈý¼þ¡£¿ÉÔÚÌú½³´¦ÌáÉý°×½ðµÈ¼¶	3	99999	10	0	30	160	160	31	80	80																36	120	32	90	33	110	39	2					418	4	309	639	661	661	307	637	6	609	423	642	15	781	813	13	3		
[ÏÞÊ±°×½ð]±ùº®Ö®ÐþÌì±ù»ðÅå	0	9	1	\spr\item\equip\waist\obj-waist12.spr	36	1	2	ÁÙÊ±°×½ð×°±¸£¬Ì××°µÚËÄ¼þ¡£¿ÉÔÚÌú½³´¦ÌáÉý°×½ðµÈ¼¶	1	99999	10	0																						36	120	39	2									129	129	130	130	747	739	748	740	742	750			15	879	878	13	4		
[ÏÞÊ±°×½ð]±ùº®Ö®ÔÂÓ°Ñ¥	0	5	1	\spr\item\equip\boots\obj-shoes08.spr	26	2	2	ÁÙÊ±°×½ð×°±¸£¬Ì××°µÚÎå¼þ¡£¿ÉÔÚÌú½³´¦ÌáÉý°×½ðµÈ¼¶	2	99999	10	0	30	160	160	31	80	80																36	120	32	90	33	110	39	2					616	759	320	588	762	762	311	598	818	818	800	800	15	901	913	13	5		
[ÏÞÊ±°×½ð]Ìì¹âÖ®»¨ÓêÂþÌì	0	1	2	\spr\item\equip\rangeweapon\obj-adart29.spr	17	2	2	ÁÙÊ±°×½ð×°±¸£¬Ì××°µÚÒ»¼þ¡£¿ÉÔÚÌú½³´¦ÌáÉý°×½ðµÈ¼¶	0	99999	10	0	28	46	46	29	102	102	167	0	0	31	99	99										36	120	32	65	33	230	39	2					8	611	43	43	48	592	71	594	113	595	471	471	16	766	767	14	1		
[ÏÞÊ±°×½ð]Ìì¹âÖ®¶¨ÐÄÄýÉñ·û	0	4	1	\spr\item\equip\nick\obj-neck18.spr	36	2	1	ÁÙÊ±°×½ð×°±¸£¬Ì××°µÚ¶þ¼þ¡£¿ÉÔÚÌú½³´¦ÌáÉý°×½ðµÈ¼¶	4	99999	10	0																						36	120			39	2							2	616	317	307	661	661	107	107	8	697	698	698	16	848	859	14	2		
[ÏÞÊ±°×½ð]Ìì¹âÖ®É­ÂÞÊøÑü	0	6	0	\spr\item\equip\sash\obj-sash09.spr	32	2	1	ÁÙÊ±°×½ð×°±¸£¬Ì××°µÚÈý¼þ¡£¿ÉÔÚÌú½³´¦ÌáÉý°×½ðµÈ¼¶	3	99999	10	0	30	111	111	31	80	80																36	120	32	90	33	110	39	2					2	616	309	639	662	662	307	637	6	609	425	643	16	782	815	14	3		
[ÏÞÊ±°×½ð]Ìì¹âÖ®µØÐÐÇ§ÀïÑ¥	0	5	1	\Spr\item\equip\boots\obj-shoes07.spr	26	2	2	ÁÙÊ±°×½ð×°±¸£¬Ì××°µÚËÄ¼þ¡£¿ÉÔÚÌú½³´¦ÌáÉý°×½ðµÈ¼¶	2	99999	10	0	30	160	160	31	80	80																36	120	32	90	33	110	39	2					616	759	320	588	762	762	311	598	339	339	801	801	16	902	915	14	4		
[ÏÞÊ±°×½ð]Ìì¹âÖ®ÊøÌì¸¿µØ»·	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	ÁÙÊ±°×½ð×°±¸£¬Ì××°µÚÎå¼þ¡£¿ÉÔÚÌú½³´¦ÌáÉý°×½ðµÈ¼¶	2	99999	10	0																						36	120			39	2							129	129	130	130	747	739	748	740	742	750			16	881	880	14	5		
[ÏÞÊ±°×½ð]É­»ÄÖ®·ÉÐÇ¶á»ê	0	1	0	\spr\item\equip\rangeweapon\obj-adart27.spr	15	1	1	ÁÙÊ±°×½ð×°±¸£¬Ì××°µÚÒ»¼þ¡£¿ÉÔÚÌú½³´¦ÌáÉý°×½ðµÈ¼¶	0	99999	10	0	28	42	42	29	98	98	167	0	0	31	99	99										36	120	32	90	33	110	39	2					4	618	43	43	48	592	71	594	113	595	471	471	17	766	767	15	1		
[ÏÞÊ±°×½ð]É­»ÄÖ®½ðÇ®Á¬»·¼×	0	2	6	\spr\item\equip\armor\obj-ma-cloth20-1.spr	22	2	3	ÁÙÊ±°×½ð×°±¸£¬Ì××°µÚ¶þ¼þ¡£¿ÉÔÚÌú½³´¦ÌáÉý°×½ðµÈ¼¶	4	99999	10	0	30	720	720	31	90	90																36	120	32	110	33	165	39	2					759	784	306	695	718	8	311	598	819	819	802	802	17	903	914	15	2		
[ÏÞÊ±°×½ð]É­»ÄÖ®»êÒ§ÑüÊø	0	6	0	\spr\item\equip\sash\obj-sash08.spr	32	2	1	ÁÙÊ±°×½ð×°±¸£¬Ì××°µÚÈý¼þ¡£¿ÉÔÚÌú½³´¦ÌáÉý°×½ðµÈ¼¶	3	99999	10	0	30	160	160	31	80	80																36	120	32	90	33	110	39	2					418	4	309	639	663	663	307	637	6	609	423	642	17	783	814	15	3		
[ÏÞÊ±°×½ð]É­»ÄÖ®ÐþÌúÏâÓñÅå	0	9	1	\spr\item\equip\waist\obj-waist11.spr	34	1	2	ÁÙÊ±°×½ð×°±¸£¬Ì××°µÚËÄ¼þ¡£¿ÉÔÚÌú½³´¦ÌáÉý°×½ðµÈ¼¶	1	99999	10	0																						36	120	39	2									129	129	130	130	747	739	748	740	742	750			17	883	882	15	4		
[ÏÞÊ±°×½ð]É­»ÄÖ®ÐÇÔÉ·ÉÂÄ	0	5	1	\spr\item\equip\boots\obj-shoes10.spr	26	2	2	ÁÙÊ±°×½ð×°±¸£¬Ì××°µÚÎå¼þ¡£¿ÉÔÚÌú½³´¦ÌáÉý°×½ðµÈ¼¶	2	99999	10	0	30	160	160	31	80	80																36	120	32	90	33	110	39	2					418	694	340	340	320	588	307	637	6	609	698	698	17	849	858	15	5		
[ÏÞÊ±°×½ð]µØÆÇÖ®ÎåÐÐÁ¬»·¹Ú	0	7	3	\spr\item\equip\cap\obj-ma-cap12-3.spr	28	2	2	ÁÙÊ±°×½ð×°±¸£¬Ì××°µÚÒ»¼þ¡£¿ÉÔÚÌú½³´¦ÌáÉý°×½ðµÈ¼¶	4	99999	10	0	30	315	315	31	85	85																36	120	32	110	39	2							418	418	341	341	437	437	307	307	6	6	224	224	18						
[ÏÞÊ±°×½ð]µØÆÇÖ®ºÚÑæ³åÌìÁ´	0	4	1	\spr\item\equip\nick\obj-neck19.spr	36	2	1	ÁÙÊ±°×½ð×°±¸£¬Ì××°µÚ¶þ¼þ¡£¿ÉÔÚÌú½³´¦ÌáÉý°×½ðµÈ¼¶	3	99999	10	0																						36	120	39	2									1	1	222	222	221	221	95	95	8	8	107	107	18						
[ÏÞÊ±°×½ð]µØÆÇÖ®Åùö¨À×»ð½ä	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	ÁÙÊ±°×½ð×°±¸£¬Ì××°µÚÈý¼þ¡£¿ÉÔÚÌú½³´¦ÌáÉý°×½ðµÈ¼¶	1	99999	10	0																						36	120	39	2									129	129	130	130	747	739	748	740	742	750			18	885	884				
[ÏÞÊ±°×½ð]µØÆÇÖ®¿ÛÐÄïí	0	8	1	\spr\item\equip\bangle\obj-bangle19.spr	34	1	2	ÁÙÊ±°×½ð×°±¸£¬Ì××°µÚËÄ¼þ¡£¿ÉÔÚÌú½³´¦ÌáÉý°×½ðµÈ¼¶	2	99999	10	0	30	111	111	31	80	80																36	120	32	90	39	2							418	418	309	309	223	223	307	307	6	6	423	423	18						
[ÏÞÊ±°×½ð]µØÆÇÖ®·çº®ÊøÑü	0	6	0	\spr\item\equip\sash\obj-sash05.spr	33	2	1	ÁÙÊ±°×½ð×°±¸£¬Ì××°µÚÎå¼þ¡£¿ÉÔÚÌú½³´¦ÌáÉý°×½ðµÈ¼¶	0	99999	10	0	30	160	160	31	80	80																36	120	32	135	39	2							616	759	312	596	718	8	420	640	820	820	16	827	18						
[ÏÞÊ±°×½ð]Í¬³ðÖ®ÓùÁúÓñÅå	0	9	1	\spr\item\equip\waist\obj-waist18.spr	36	1	2	ÁÙÊ±°×½ð×°±¸£¬Ì××°µÚÒ»¼þ¡£¿ÉÔÚÌú½³´¦ÌáÉý°×½ðµÈ¼¶	0	99999	10	0	31	60	60																			36	120	39	6									2	616	307	637	769	769	420	640	342	342	803	803	19	901	925	16	1		
[ÏÞÊ±°×½ð]Í¬³ðÖ®½µÁúØ¤ÒÂ	0	2	5	\spr\item\equip\armor\obj-ma-cloth18-3.spr	22	2	3	ÁÙÊ±°×½ð×°±¸£¬Ì××°µÚ¶þ¼þ¡£¿ÉÔÚÌú½³´¦ÌáÉý°×½ðµÈ¼¶	1	99999	10	0	30	500	500	31	80	80																36	120	32	110	39	6							585	423	438	88	5	608	39	584	630	631	515	515	19	772	804	16	2		
[ÏÞÊ±°×½ð]Í¬³ðÖ®Ç±ÁúÑü´ø	0	6	0	\spr\item\equip\sash\obj-sash06.spr	32	2	1	ÁÙÊ±°×½ð×°±¸£¬Ì××°µÚÈý¼þ¡£¿ÉÔÚÌú½³´¦ÌáÉý°×½ðµÈ¼¶	2	99999	10	0	30	140	140	31	80	80																36	120	32	110	39	6							2	616	312	596	664	664	309	639	6	609	420	640	19	793	825	16	3		
[ÏÞÊ±°×½ð]Í¬³ðÖ®¿ºÁú»¤ÊÖ	0	8	1	\spr\item\equip\bangle\obj-bangle16.spr	34	1	2	ÁÙÊ±°×½ð×°±¸£¬Ì××°µÚËÄ¼þ¡£¿ÉÔÚÌú½³´¦ÌáÉý°×½ðµÈ¼¶	0	99999	10	0	30	111	111	31	80	80																36	120	32	90	39	6							2	616	304	304	699	699	151	631	8	611	472	472	19	846	869	16	4		
[ÏÞÊ±°×½ð]Í¬³ðÖ®¼ûÁú°âÖ¸	0	3	0	\spr\item\equip\ring\obj-ring07.spr	37	1	1	ÁÙÊ±°×½ð×°±¸£¬Ì××°µÚÎå¼þ¡£¿ÉÔÚÌú½³´¦ÌáÉý°×½ðµÈ¼¶	4	99999	10	0																						36	120	39	6									129	129	130	130	747	739	748	740	744	752			19	879	878	16	5		
